,y|acc,y|virus taxid,y|virus name,y|len,y|virus kingdom,y|virus phylum,y|virus class,y|virus order,y|virus family,y|virus genus,y|host taxid,y|host name,y|host kingdom,y|host phylum,y|host class,y|host order,y|host family,y|host genus,y|host superkingdom,y|L0,y|L1,y|L2,y|host leaves
NC_021635.1,NC_021635.1,994994,Rotavirus F chicken/03V0568/DEU/2003,1314,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,[9031],['Gallus gallus'],Metazoa,Chordata,Aves,Galliformes,Phasianidae,Gallus,Biota,Biota,Chordata,Aves,Aves
NC_022553.1,NC_022553.1,40061,Wallal virus,3952,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Orbivirus,[376584],['Anopheles annulipes'],Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,Biota,Biota,Invertebrate,,Invertebrate
NC_022554.1,NC_022554.1,40061,Wallal virus,2963,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Orbivirus,[376584],['Anopheles annulipes'],Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,Biota,Biota,Invertebrate,,Invertebrate
NC_022555.1,NC_022555.1,40061,Wallal virus,2765,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Orbivirus,[376584],['Anopheles annulipes'],Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,Biota,Biota,Invertebrate,,Invertebrate
NC_022556.1,NC_022556.1,40061,Wallal virus,1747,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Orbivirus,[376584],['Anopheles annulipes'],Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,Biota,Biota,Invertebrate,,Invertebrate
NC_022557.1,NC_022557.1,40061,Wallal virus,1125,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Orbivirus,[376584],['Anopheles annulipes'],Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,Biota,Biota,Invertebrate,,Invertebrate
NC_022558.1,NC_022558.1,40061,Wallal virus,1034,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Orbivirus,[376584],['Anopheles annulipes'],Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,Biota,Biota,Invertebrate,,Invertebrate
NC_022559.1,NC_022559.1,40061,Wallal virus,831,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Orbivirus,[376584],['Anopheles annulipes'],Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,Biota,Biota,Invertebrate,,Invertebrate
NC_022560.1,NC_022560.1,40061,Wallal virus,1978,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Orbivirus,[376584],['Anopheles annulipes'],Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,Biota,Biota,Invertebrate,,Invertebrate
NC_022561.1,NC_022561.1,40061,Wallal virus,1627,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Orbivirus,[376584],['Anopheles annulipes'],Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,Biota,Biota,Invertebrate,,Invertebrate
NC_022562.1,NC_022562.1,40061,Wallal virus,1158,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Orbivirus,[376584],['Anopheles annulipes'],Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,Biota,Biota,Invertebrate,,Invertebrate
NC_022620.1,NC_022620.1,1408137,Mobuck virus,2702,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Orbivirus,[9874],['Odocoileus virginianus'],Metazoa,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
NC_022621.1,NC_022621.1,1408137,Mobuck virus,1997,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Orbivirus,[9874],['Odocoileus virginianus'],Metazoa,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
NC_022622.1,NC_022622.1,1408137,Mobuck virus,1069,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Orbivirus,[9874],['Odocoileus virginianus'],Metazoa,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
NC_022623.1,NC_022623.1,1408137,Mobuck virus,1179,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Orbivirus,[9874],['Odocoileus virginianus'],Metazoa,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
NC_022624.1,NC_022624.1,1408137,Mobuck virus,1690,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Orbivirus,[9874],['Odocoileus virginianus'],Metazoa,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
NC_022625.1,NC_022625.1,1408137,Mobuck virus,811,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Orbivirus,[9874],['Odocoileus virginianus'],Metazoa,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
NC_022626.1,NC_022626.1,1408137,Mobuck virus,4034,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Orbivirus,[9874],['Odocoileus virginianus'],Metazoa,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
NC_022627.1,NC_022627.1,1408137,Mobuck virus,2855,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Orbivirus,[9874],['Odocoileus virginianus'],Metazoa,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
NC_022628.1,NC_022628.1,1408137,Mobuck virus,1682,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Orbivirus,[9874],['Odocoileus virginianus'],Metazoa,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
NC_022629.1,NC_022629.1,1408137,Mobuck virus,1925,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Orbivirus,[9874],['Odocoileus virginianus'],Metazoa,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
NC_022633.1,NC_022633.1,40052,Changuinola virus,3662,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Orbivirus,[89099],['Hylaeamys megacephalus'],Metazoa,Chordata,Mammalia,Rodentia,Cricetidae,Hylaeamys,Biota,Biota,Chordata,Rodentia,Rodentia
NC_022634.1,NC_022634.1,40052,Changuinola virus,2776,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Orbivirus,[89099],['Hylaeamys megacephalus'],Metazoa,Chordata,Mammalia,Rodentia,Cricetidae,Hylaeamys,Biota,Biota,Chordata,Rodentia,Rodentia
NC_022635.1,NC_022635.1,40052,Changuinola virus,1814,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Orbivirus,[89099],['Hylaeamys megacephalus'],Metazoa,Chordata,Mammalia,Rodentia,Cricetidae,Hylaeamys,Biota,Biota,Chordata,Rodentia,Rodentia
NC_022636.1,NC_022636.1,40052,Changuinola virus,1162,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Orbivirus,[89099],['Hylaeamys megacephalus'],Metazoa,Chordata,Mammalia,Rodentia,Cricetidae,Hylaeamys,Biota,Biota,Chordata,Rodentia,Rodentia
NC_022637.1,NC_022637.1,40052,Changuinola virus,1028,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Orbivirus,[89099],['Hylaeamys megacephalus'],Metazoa,Chordata,Mammalia,Rodentia,Cricetidae,Hylaeamys,Biota,Biota,Chordata,Rodentia,Rodentia
NC_022638.1,NC_022638.1,40052,Changuinola virus,809,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Orbivirus,[89099],['Hylaeamys megacephalus'],Metazoa,Chordata,Mammalia,Rodentia,Cricetidae,Hylaeamys,Biota,Biota,Chordata,Rodentia,Rodentia
NC_022639.1,NC_022639.1,40052,Changuinola virus,3980,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Orbivirus,[89099],['Hylaeamys megacephalus'],Metazoa,Chordata,Mammalia,Rodentia,Cricetidae,Hylaeamys,Biota,Biota,Chordata,Rodentia,Rodentia
NC_022640.1,NC_022640.1,40052,Changuinola virus,1977,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Orbivirus,[89099],['Hylaeamys megacephalus'],Metazoa,Chordata,Mammalia,Rodentia,Cricetidae,Hylaeamys,Biota,Biota,Chordata,Rodentia,Rodentia
NC_022641.1,NC_022641.1,40052,Changuinola virus,1653,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Orbivirus,[89099],['Hylaeamys megacephalus'],Metazoa,Chordata,Mammalia,Rodentia,Cricetidae,Hylaeamys,Biota,Biota,Chordata,Rodentia,Rodentia
NC_022642.1,NC_022642.1,40052,Changuinola virus,910,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Orbivirus,[89099],['Hylaeamys megacephalus'],Metazoa,Chordata,Mammalia,Rodentia,Cricetidae,Hylaeamys,Biota,Biota,Chordata,Rodentia,Rodentia
NC_023420.2,NC_023420.2,1427476,Cimodo virus,4080,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Unclassified,Unclassified,"[53527, 44482, 7160, 149531]","['Culex', 'Anopheles', 'Aedes albopictus', 'Aedes']",Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Unclassified,Biota,Biota,Invertebrate,,Invertebrate
NC_023486.1,NC_023486.1,1382295,Inachis io cypovirus 2,3649,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Cypovirus,[171585],['Nymphalis io'],Metazoa,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Nymphalis,Biota,Biota,Invertebrate,,Invertebrate
NC_023487.1,NC_023487.1,1382295,Inachis io cypovirus 2,3286,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Cypovirus,[171585],['Nymphalis io'],Metazoa,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Nymphalis,Biota,Biota,Invertebrate,,Invertebrate
NC_023488.1,NC_023488.1,1382295,Inachis io cypovirus 2,2006,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Cypovirus,[171585],['Nymphalis io'],Metazoa,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Nymphalis,Biota,Biota,Invertebrate,,Invertebrate
NC_023489.1,NC_023489.1,1382295,Inachis io cypovirus 2,1746,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Cypovirus,[171585],['Nymphalis io'],Metazoa,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Nymphalis,Biota,Biota,Invertebrate,,Invertebrate
NC_023490.1,NC_023490.1,1382295,Inachis io cypovirus 2,1504,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Cypovirus,[171585],['Nymphalis io'],Metazoa,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Nymphalis,Biota,Biota,Invertebrate,,Invertebrate
NC_023491.1,NC_023491.1,1382295,Inachis io cypovirus 2,3737,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Cypovirus,[171585],['Nymphalis io'],Metazoa,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Nymphalis,Biota,Biota,Invertebrate,,Invertebrate
NC_023492.1,NC_023492.1,1382295,Inachis io cypovirus 2,3503,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Cypovirus,[171585],['Nymphalis io'],Metazoa,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Nymphalis,Biota,Biota,Invertebrate,,Invertebrate
NC_023493.1,NC_023493.1,1382295,Inachis io cypovirus 2,1841,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Cypovirus,[171585],['Nymphalis io'],Metazoa,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Nymphalis,Biota,Biota,Invertebrate,,Invertebrate
NC_023494.1,NC_023494.1,1382295,Inachis io cypovirus 2,1584,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Cypovirus,[171585],['Nymphalis io'],Metazoa,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Nymphalis,Biota,Biota,Invertebrate,,Invertebrate
NC_023495.1,NC_023495.1,1382295,Inachis io cypovirus 2,1185,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Cypovirus,[171585],['Nymphalis io'],Metazoa,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Nymphalis,Biota,Biota,Invertebrate,,Invertebrate
NC_023813.1,NC_023813.1,226613,Reptilian orthoreovirus,3970,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Orthoreovirus,[110225],['Atheris squamigera'],Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Atheris,Biota,Biota,Chordata,Reptilia,Reptilia
NC_023814.1,NC_023814.1,226613,Reptilian orthoreovirus,3901,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Orthoreovirus,[110225],['Atheris squamigera'],Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Atheris,Biota,Biota,Chordata,Reptilia,Reptilia
NC_023815.1,NC_023815.1,226613,Reptilian orthoreovirus,2348,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Orthoreovirus,[110225],['Atheris squamigera'],Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Atheris,Biota,Biota,Chordata,Reptilia,Reptilia
NC_023816.1,NC_023816.1,226613,Reptilian orthoreovirus,2487,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Orthoreovirus,[110225],['Atheris squamigera'],Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Atheris,Biota,Biota,Chordata,Reptilia,Reptilia
NC_023817.1,NC_023817.1,1462685,Bush viper reovirus,1281,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Orthoreovirus,[110225],['Atheris squamigera'],Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Atheris,Biota,Biota,Chordata,Reptilia,Reptilia
NC_023818.1,NC_023818.1,1462685,Bush viper reovirus,1211,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Orthoreovirus,[110225],['Atheris squamigera'],Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Atheris,Biota,Biota,Chordata,Reptilia,Reptilia
NC_023819.1,NC_023819.1,226613,Reptilian orthoreovirus,3847,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Orthoreovirus,[110225],['Atheris squamigera'],Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Atheris,Biota,Biota,Chordata,Reptilia,Reptilia
NC_023820.1,NC_023820.1,1462685,Bush viper reovirus,2130,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Orthoreovirus,[110225],['Atheris squamigera'],Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Atheris,Biota,Biota,Chordata,Reptilia,Reptilia
NC_023821.1,NC_023821.1,226613,Reptilian orthoreovirus,1314,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Orthoreovirus,[110225],['Atheris squamigera'],Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Atheris,Biota,Biota,Chordata,Reptilia,Reptilia
NC_023822.1,NC_023822.1,226613,Reptilian orthoreovirus,1554,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Orthoreovirus,[110225],['Atheris squamigera'],Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Atheris,Biota,Biota,Chordata,Reptilia,Reptilia
NC_024499.1,NC_024499.1,40060,Umatilla virus,1103,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Orbivirus,[8782],['Aves'],Metazoa,Chordata,Aves,Unclassified,Unclassified,Unclassified,Biota,Biota,Chordata,Aves,Aves
NC_024500.1,NC_024500.1,40060,Umatilla virus,887,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Orbivirus,[8782],['Aves'],Metazoa,Chordata,Aves,Unclassified,Unclassified,Unclassified,Biota,Biota,Chordata,Aves,Aves
NC_024503.1,NC_024503.1,40060,Umatilla virus,3933,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Orbivirus,[8782],['Aves'],Metazoa,Chordata,Aves,Unclassified,Unclassified,Unclassified,Biota,Biota,Chordata,Aves,Aves
NC_024504.1,NC_024504.1,40060,Umatilla virus,2791,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Orbivirus,[8782],['Aves'],Metazoa,Chordata,Aves,Unclassified,Unclassified,Unclassified,Biota,Biota,Chordata,Aves,Aves
NC_024505.1,NC_024505.1,40060,Umatilla virus,2411,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Orbivirus,[8782],['Aves'],Metazoa,Chordata,Aves,Unclassified,Unclassified,Unclassified,Biota,Biota,Chordata,Aves,Aves
NC_024506.1,NC_024506.1,40060,Umatilla virus,2047,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Orbivirus,[8782],['Aves'],Metazoa,Chordata,Aves,Unclassified,Unclassified,Unclassified,Biota,Biota,Chordata,Aves,Aves
NC_024507.1,NC_024507.1,40060,Umatilla virus,2021,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Orbivirus,[8782],['Aves'],Metazoa,Chordata,Aves,Unclassified,Unclassified,Unclassified,Biota,Biota,Chordata,Aves,Aves
NC_024508.1,NC_024508.1,40060,Umatilla virus,1681,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Orbivirus,[8782],['Aves'],Metazoa,Chordata,Aves,Unclassified,Unclassified,Unclassified,Biota,Biota,Chordata,Aves,Aves
NC_024509.1,NC_024509.1,40060,Umatilla virus,1357,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Orbivirus,[8782],['Aves'],Metazoa,Chordata,Aves,Unclassified,Unclassified,Unclassified,Biota,Biota,Chordata,Aves,Aves
NC_024510.1,NC_024510.1,40060,Umatilla virus,1171,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Orbivirus,[8782],['Aves'],Metazoa,Chordata,Aves,Unclassified,Unclassified,Unclassified,Biota,Biota,Chordata,Aves,Aves
NC_024910.1,NC_024910.1,1427476,Cimodo virus,1838,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Unclassified,Unclassified,"[53527, 44482, 7160, 149531]","['Culex', 'Anopheles', 'Aedes albopictus', 'Aedes']",Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Unclassified,Biota,Biota,Invertebrate,,Invertebrate
NC_024911.1,NC_024911.1,1427476,Cimodo virus,1609,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Unclassified,Unclassified,"[53527, 44482, 7160, 149531]","['Culex', 'Anopheles', 'Aedes albopictus', 'Aedes']",Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Unclassified,Biota,Biota,Invertebrate,,Invertebrate
NC_024912.1,NC_024912.1,1427476,Cimodo virus,1600,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Unclassified,Unclassified,"[53527, 44482, 7160, 149531]","['Culex', 'Anopheles', 'Aedes albopictus', 'Aedes']",Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Unclassified,Biota,Biota,Invertebrate,,Invertebrate
NC_024913.1,NC_024913.1,1427476,Cimodo virus,920,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Unclassified,Unclassified,"[53527, 44482, 7160, 149531]","['Culex', 'Anopheles', 'Aedes albopictus', 'Aedes']",Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Unclassified,Biota,Biota,Invertebrate,,Invertebrate
NC_024914.1,NC_024914.1,1427476,Cimodo virus,863,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Unclassified,Unclassified,"[562834, 53527, 44482, 149531]","['Culex nebulosus', 'Culex', 'Anopheles', 'Aedes']",Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Unclassified,Biota,Biota,Invertebrate,,Invertebrate
NC_024915.1,NC_024915.1,1427476,Cimodo virus,585,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Unclassified,Unclassified,"[53527, 44482, 7160, 149531]","['Culex', 'Anopheles', 'Aedes albopictus', 'Aedes']",Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Unclassified,Biota,Biota,Invertebrate,,Invertebrate
NC_024916.1,NC_024916.1,1427476,Cimodo virus,3657,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Unclassified,Unclassified,"[53527, 44482, 7160, 149531]","['Culex', 'Anopheles', 'Aedes albopictus', 'Aedes']",Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Unclassified,Biota,Biota,Invertebrate,,Invertebrate
NC_024917.1,NC_024917.1,1427476,Cimodo virus,3226,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Unclassified,Unclassified,"[53527, 44482, 7160, 149531]","['Culex', 'Anopheles', 'Aedes albopictus', 'Aedes']",Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Unclassified,Biota,Biota,Invertebrate,,Invertebrate
NC_024918.1,NC_024918.1,1427476,Cimodo virus,2302,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Unclassified,Unclassified,"[53527, 44482, 7160, 149531]","['Culex', 'Anopheles', 'Aedes albopictus', 'Aedes']",Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Unclassified,Biota,Biota,Invertebrate,,Invertebrate
NC_024919.1,NC_024919.1,1427476,Cimodo virus,2281,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Unclassified,Unclassified,"[53527, 44482, 7160, 149531]","['Culex', 'Anopheles', 'Aedes albopictus', 'Aedes']",Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Unclassified,Biota,Biota,Invertebrate,,Invertebrate
NC_024920.1,NC_024920.1,1427476,Cimodo virus,1874,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Unclassified,Unclassified,"[53527, 44482, 7160, 149531]","['Culex', 'Anopheles', 'Aedes albopictus', 'Aedes']",Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Unclassified,Biota,Biota,Invertebrate,,Invertebrate
NC_025485.1,NC_025485.1,1567404,Fako virus,3227,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Dinovernavirus,[7160],['Aedes albopictus'],Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Biota,Biota,Invertebrate,,Invertebrate
NC_025486.1,NC_025486.1,1567404,Fako virus,3752,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Dinovernavirus,[7160],['Aedes albopictus'],Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Biota,Biota,Invertebrate,,Invertebrate
NC_025487.1,NC_025487.1,1567404,Fako virus,3819,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Dinovernavirus,[7160],['Aedes albopictus'],Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Biota,Biota,Invertebrate,,Invertebrate
NC_025488.1,NC_025488.1,1567404,Fako virus,3403,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Dinovernavirus,[7160],['Aedes albopictus'],Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Biota,Biota,Invertebrate,,Invertebrate
NC_025489.1,NC_025489.1,1567404,Fako virus,1151,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Dinovernavirus,[7160],['Aedes albopictus'],Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Biota,Biota,Invertebrate,,Invertebrate
